date,hillary_tpd,trump_tpd,hillary_upd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-10-12,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,118,0,13924,0
2015-10-13,36649,94030,24630,58925,24,1,24,1,20,0,6.548609784714453e-4,2.728587410297689e-5,9.7442143727162e-4,4.060089321965083e-5,5.457174820595378e-4,0,0,119,0,14161,0
2015-10-14,412700,534172,203799,240890,10,0,10,0,5,0,2.42306760358614e-5,0,4.906795420978513e-5,0,1.21153380179307e-5,0,0,120,0,14400,0
2015-10-15,85022,218877,50291,121202,3,0,3,0,2,0,3.528498506268966e-5,0,5.965282058419996e-5,0,2.352332337512644e-5,0,0,121,0,14641,0
2015-10-16,69271,190415,44313,106834,7,0,7,0,5,0,1.0105238844538119e-4,0,1.5796718795838693e-4,0,7.218027746098656e-5,0,0,122,0,14884,0
2015-10-17,62541,203224,36555,113612,1,0,1,0,0,0,1.5989510880862153e-5,0,2.735603884557516e-5,0,0,0,0,123,0,15129,0
2015-10-18,45693,242221,26417,115416,12,2,8,2,0,0,2.6262228350075505e-4,4.377038058345917e-5,3.028352954536851e-4,7.570882386342128e-5,0,0,0,124,0,15376,0
2015-10-19,63618,248925,37691,124181,5,1,5,1,1,1,7.859410858562042e-5,1.5718821717124084e-5,1.326576636332281e-4,2.6531532726645617e-5,1.5718821717124084e-5,1.5718821717124084e-5,0,125,0,15625,0
2015-10-20,58734,247694,33478,114797,2,0,2,0,0,0,3.405182688051214e-5,0,5.974072525240457e-5,0,0,0,0,126,0,15876,0
2015-10-21,65567,237197,37212,110276,38,5,37,5,32,3,5.795598395534339e-4,7.625787362545183e-5,9.943029130388048e-4,1.3436525851875738e-4,4.880503912028917e-4,4.5754724175271096e-5,0,127,0,16129,0
2015-10-22,192301,185379,78059,97174,167,3,163,3,143,0,8.684302213717037e-4,1.560054289889288e-5,0.002088164081015642,3.8432467748754145e-5,7.436258781805606e-4,0,0,128,0,16384,0
2015-10-23,178263,184628,84174,90075,104,2,103,2,94,0,5.834076617133112e-4,1.121937810987137e-5,0.0012236557606861976,2.3760306032741703e-5,5.273107711639544e-4,0,0,129,0,16641,0
2015-10-24,86317,201288,42564,91738,29,9,27,8,21,4,3.3597089796911383e-4,1.0426683040420775e-4,6.34338877925007e-4,1.87952260125928e-4,2.432892709431514e-4,4.634081351298122e-5,0,130,0,16900,0
2015-10-25,98574,229268,48638,102767,2,0,2,0,1,0,2.028932578570414e-5,0,4.112011184670422e-5,0,1.014466289285207e-5,0,0,131,0,17161,0
